4270576961,2.54
6772996477,3.72
5026138416,3.22
8201673711,3.54
8069880437,3.64
9234105504,2.26
5101801222,3.32
9536307250,3.16
5553355582,2.22
4907486229,2.0
7173586391,2.74
8646141367,3.8
5893119747,4.12
6319757818,3.38
6804829908,2.96
7117529219,2.86
5858312093,2.4
8372557828,2.08
8589300397,3.6
10132105415,1.64
4337949901,3.34
8207372644,3.24
4313579496,3.76
5170915466,2.88
6343817087,2.64
6279406877,3.5
11617643563,3.4
9317770917,3.38
12893008605,3.5547
6422437813,2.46
3930579113,2.86
7481217984,3.2
8304230962,2.32
4477789338,2.72
5176278265,3.12
6008700446,2.0
5999732346,2.9
13079468475,3.68
4914377539,2.2
4783174196,2.7
5072411175,2.5
8494495600,3.74
5902098420,3.4
6015938306,2.5
8278672659,2.18
12378508014,4.0356
6528988807,3.9449
5149271412,2.82
6783810490,1.88
5678628993,3.5672
5668795950,2.86
8355599976,3.62
5023426388,3.32
5561000398,2.88
11403577283,3.06
7633708420,2.78
8013211059,2.48
7074513729,1.56
6660107279,3.26
8281263977,3.14
8522230898,3.34
8487362151,3.54
8415984918,2.38
8097209231,3.4
5694745216,2.66
5941894437,2.48
9058636581,1.82
5147152978,2.5976
9060241382,4.04
8132161360,2.9
5075205526,3.18
5455582932,3.3523
5489207006,4.04
6324422954,2.76
8396734122,2.84
8236900278,3.36
9086621277,3.28
9830655414,3.56
6811275923,3.36
5203755303,2.68
5570426341,1.56
4931493432,3.36
8921577578,3.48
5717841095,3.02
4526948676,3.34
8957212602,3.56
8646170532,3.48
7521145978,3.44
6294328198,2.52
5621374631,2.52
6879288904,2.78
11971608074,3.34
6916420878,2.84
5412442677,2.3
8587927758,2.14
5579073175,3.32
5477809421,4.04
5609569195,2.82
11082897705,3.3
8147563408,3.58
11435365925,2.6
3521396571,3.54
7969995368,3.04
3722785424,3.5714
9390723258,3.8
7651248048,2.08
4956521693,2.8
4744073127,1.42
4491961485,3.08
5914289359,3.56
5307981340,3.52
6866970306,3.32
3318634083,2.3
6948249567,3.1
6812062788,2.52
6238991743,1.68
3337642103,3.3086
8039435442,3.1
4836718842,2.64
8266961231,3.14
5805360253,2.58
6320892865,2.84
9000209228,2.1
5295005655,2.72
9459232387,3.04
8144762018,2.1
5111411754,2.68
10201521555,2.3
4161940753,3.66
12143576166,3.44
8172276744,3.92
6092433561,2.86
5340069287,3.7
8688311915,2.98
8387302863,3.3
5162398156,2.68
13288073854,4.1
4159445902,2.52
11635304003,1.74
8442879599,3.74
4932309592,2.94
3504083604,2.38
6807638360,1.46
5539585646,3.26
7171297739,2.06
6469679863,2.4
5632758635,3.64
10636855406,3.88
6249802707,3.58
10500520233,2.86
11803329033,3.56
6629527951,2.255
12099271596,2.4
6368379561,3.54
8643275693,3.22
4542323058,3.22
5660712402,3.82
4639129836,2.06
7390590300,2.28
8532196494,2.46
6809728071,3.52
5354932311,3.4803
5880475570,2.6957
11913590004,2.96
8440795977,2.28
8148981356,3.16
6350328925,3.4
5672502803,3.3
13196703974,3.48
5355837503,4.1
6830500351,2.94
9709640314,4.02
6181812275,3.06
4088281204,3.4378
8069868772,3.32
7722155622,2.36
7708735292,2.46
4775312025,2.08
5004709068,2.52
5733977738,2.06
6669111911,3.2
5493602442,2.5
3744752110,2.48
5690367902,3.56
5669052182,3.8798
6971497024,3.02
6173852301,2.2
5268797415,2.44
6095633507,3.48
11907021903,2.16
6272702003,3.5
6079632868,3.3
8403451337,2.78
8088901520,3.68
3861648412,2.68
9083519636,2.86
9753414792,3.84
5823644068,2.9
7760313026,3.36
8215074237,2.7
5134417428,2.26
8616015387,3.54
3781419322,2.8979
9209826160,3.34
6680559525,3.3
5130906896,3.38
4029116553,3.82
12277706754,3.5
6411380421,3.44
5118641893,2.76
4236199952,2.9
7122092993,2.88
6191735552,3.16
6497857295,2.38
5419510404,2.26
8171831850,4.444
7681404078,2.98
6096558457,2.6
8716622241,3.38
9089204842,3.02
12816958564,2.84
5941263615,3.54
5460258278,2.18
4545845826,3.9
10128248563,2.86
7198246948,3.42
4734666961,2.82
3860380907,3.6
5993312864,1.72
4729578673,3.28
7541374876,3.38
10716218856,2.06
6281135899,3.0
9917916796,4.04
3343535739,2.4
6648629457,3.42
7897815844,2.96
6120978816,2.04
5475555707,1.74
3359662128,3.08
6527804569,3.12
9387089233,2.68
8751856572,3.9
10541657773,3.74
8479364057,2.74
9427595515,2.06
5169144673,2.98
5459565205,3.52
3963620197,4.02
4970624827,1.66
6554989029,2.68
5653702857,2.86
7383232724,2.6
7992241767,3.64
9717753449,2.36
6408210773,2.92
5204063512,2.94
8937776831,3.9
9136867624,2.12
8222762296,1.66
4227960041,3.66
8005708131,3.06
5618829039,3.16
5133219451,2.32
3489123822,3.8
8072548302,3.02
9542585542,3.82
10838546955,3.0
7274180028,3.76
7986004475,3.58
6538025379,3.8
5346134105,2.46
4265466447,3.32
10804894696,3.12
5956380805,3.46
8110008288,2.02
6210062524,2.78
4677538291,1.96
5962679589,1.86
7616950966,2.66
8772282000,3.24
7700672030,3.3
12758594775,2.94
4996677282,2.56
6914710581,4.0
9908050493,2.96
5479646341,3.02
4005506137,2.24
5273433233,3.48
12123666684,4.0
11902527296,3.24
8267321210,3.42
4297535685,2.86
8480588816,3.74
5706858082,3.12
5357123491,3.44
8967888670,3.32
9675032717,3.26
8699104416,2.48
5698463243,2.96
6313200205,3.78
12465909365,3.88
10102107193,2.18
6079875162,1.6
6346933640,2.6
5319047612,1.3469
8683385786,3.66
4204485800,1.7297
6953979425,3.02
5440091902,3.0
8414555471,3.9
8842319020,2.86
7029270875,3.94
8007634384,2.98
9382662040,2.76
5831253770,3.84
10249998364,3.4
5693366090,3.62
6275674780,1.82
6792594754,3.4
4723346787,3.0
6157684615,3.36
10116604143,3.08
8467238180,3.18
6995540661,3.18
7208119980,2.9339
6131895268,1.94
5369095478,2.6
11646665363,3.7
5212573386,3.74
10013374164,3.74
4642004278,2.56
5391431291,4.1519
3810054574,3.38
5003283158,2.78
4258186896,2.34
7385692814,3.92
10178280003,1.7
6047579133,3.12
8420230247,3.96
11367153336,2.7
4652600104,3.16
8701032421,4.02
3496871384,2.08
10208239954,3.12
5506184490,2.04
4933934170,1.96
3763235915,2.3439
8251526312,2.28
4211514567,2.74
3339962845,4.64
4472730048,1.6224
8322973249,3.3
4915461487,2.24
11925275803,2.66
5622498540,3.0
9093682547,3.1
6291796040,3.3
4283455837,3.68
5901642116,2.74
3516162818,3.6
6849945228,2.918
10864372176,3.14
7381539666,2.86
