yfcc-batch1/725,76.84375
yfcc-batch1/728,76
yfcc-batch1/732,52.51515152
yfcc-batch1/729,64
yfcc-batch1/731,37.5
yfcc-batch1/730,56.92307692
yfcc-batch1/736,57.31428571
yfcc-batch1/735,76.06451613
yfcc-batch1/733,52.74285714
yfcc-batch1/739,30.59375
yfcc-batch1/740,55
yfcc-batch1/742,63.43333333
yfcc-batch1/743,65.66666667
yfcc-batch1/745,71.64516129
yfcc-batch1/747,67.75
yfcc-batch1/752,50.90322581
yfcc-batch1/749,74.8
yfcc-batch1/762,63
yfcc-batch1/763,70.76470588
yfcc-batch1/761,49.88461538
yfcc-batch1/774,66.76470588
yfcc-batch1/776,75.48387097
yfcc-batch1/775,79.2962963
yfcc-batch1/773,56.71875
yfcc-batch1/778,68.45454545
yfcc-batch1/777,69.48571429
yfcc-batch1/780,66.53333333
yfcc-batch1/781,58.86486486
yfcc-batch1/783,61.90909091
yfcc-batch1/785,79.125
yfcc-batch1/784,71.1875
yfcc-batch1/782,76.03125
yfcc-batch1/790,77.06451613
yfcc-batch1/792,68.33333333
yfcc-batch1/791,57.0625
yfcc-batch1/788,77.92592593
yfcc-batch1/797,61.88235294
yfcc-batch1/806,71.11538462
yfcc-batch1/808,64.96969697
yfcc-batch1/811,61.35483871
yfcc-batch1/807,64.53125
yfcc-batch1/810,46.42424242
yfcc-batch1/809,54.78787879
yfcc-batch1/812,75.25714286
yfcc-batch1/816,72.97142857
yfcc-batch1/1,43.83870968
yfcc-batch1/7,55.08823529
yfcc-batch1/4,67.16129032
yfcc-batch1/5,54.66666667
yfcc-batch1/2,73.47222222
yfcc-batch1/11,56.31034483
yfcc-batch1/9,59.36666667
yfcc-batch1/16,80.97142857
yfcc-batch1/18,65.51428571
yfcc-batch1/23,65.6
yfcc-batch1/32,50.8
yfcc-batch1/31,86.54545455
yfcc-batch1/40,76.86111111
yfcc-batch1/45,82.85294118
yfcc-batch1/41,41.09090909
yfcc-batch1/49,71.18181818
yfcc-batch1/50,67.16129032
yfcc-batch1/51,72.06451613
yfcc-batch1/54,51.46875
yfcc-batch1/56,52.75
yfcc-batch1/58,76.48484848
yfcc-batch1/57,57.31428571
yfcc-batch1/61,77.03125
yfcc-batch1/70,84.88888889
yfcc-batch1/68,25.96428571
yfcc-batch1/71,84.5483871
yfcc-batch1/72,61.10810811
yfcc-batch1/80,53.72222222
yfcc-batch1/79,65.28125
yfcc-batch1/85,80
yfcc-batch1/84,56.4375
yfcc-batch1/87,78.66666667
yfcc-batch1/83,57.15151515
yfcc-batch1/90,57.52941176
yfcc-batch1/95,79.46875
yfcc-batch1/89,78.90625
yfcc-batch1/96,66.4516129
yfcc-batch1/104,54.41666667
yfcc-batch1/102,40.68571429
yfcc-batch1/103,65
yfcc-batch1/100,77.78378378
yfcc-batch1/111,48.84375
yfcc-batch1/110,64.70588235
yfcc-batch1/109,82.31034483
yfcc-batch1/105,63.3030303
yfcc-batch1/106,44.08823529
yfcc-batch1/112,52.17142857
yfcc-batch1/114,64.11428571
yfcc-batch1/113,73.78125
yfcc-batch1/117,64.26923077
yfcc-batch1/125,73
yfcc-batch1/122,44.92857143
yfcc-batch1/132,65.5862069
yfcc-batch1/130,57.28125
yfcc-batch1/129,47.66666667
yfcc-batch1/133,50.475
yfcc-batch1/131,73.05405405
yfcc-batch1/139,70.85714286
yfcc-batch1/138,79.44827586
yfcc-batch1/140,70
yfcc-batch1/137,72.11428571
yfcc-batch1/144,71
yfcc-batch1/146,68.45454545
yfcc-batch1/145,35.35294118
yfcc-batch1/141,59.16666667
yfcc-batch1/147,70.25806452
yfcc-batch1/149,76.03225806
yfcc-batch1/153,68.16666667
yfcc-batch1/148,68
yfcc-batch1/150,64.11111111
yfcc-batch1/156,55.21875
yfcc-batch1/157,66.10714286
yfcc-batch1/160,60.80555556
yfcc-batch1/155,77.22580645
yfcc-batch1/158,61.14285714
yfcc-batch1/162,64.32432432
yfcc-batch1/167,62.53125
yfcc-batch1/165,70.77777778
yfcc-batch1/161,72.22857143
yfcc-batch1/164,70.24324324
yfcc-batch1/166,68.25
yfcc-batch1/173,69.51351351
yfcc-batch1/169,65.3125
yfcc-batch1/175,62.59375
yfcc-batch1/174,75.1875
yfcc-batch1/168,67.4
yfcc-batch1/170,60.92105263
yfcc-batch1/178,75.31818182
yfcc-batch1/182,50.63888889
yfcc-batch1/184,68.12903226
yfcc-batch1/183,69.9
yfcc-batch1/188,68.85294118
yfcc-batch1/185,70.54054054
yfcc-batch1/191,44.96875
yfcc-batch1/189,78.77419355
yfcc-batch1/186,65.4
yfcc-batch1/190,62.61290323
yfcc-batch1/199,68.75757576
yfcc-batch1/194,32.1875
yfcc-batch1/196,65.33333333
yfcc-batch1/193,7.5
yfcc-batch1/192,44.77777778
yfcc-batch1/197,41.94285714
yfcc-batch1/195,50.64516129
yfcc-batch1/198,80.44444444
yfcc-batch1/203,61.72413793
yfcc-batch1/202,64.97058824
yfcc-batch1/207,91.03333333
yfcc-batch1/206,60
yfcc-batch1/205,63.17857143
yfcc-batch1/200,49.74358974
yfcc-batch1/214,84
yfcc-batch1/212,82.96551724
yfcc-batch1/215,80.20588235
yfcc-batch1/213,87.4375
yfcc-batch1/208,80.55263158
yfcc-batch1/209,62.1
yfcc-batch1/210,80.13888889
yfcc-batch1/218,55.15151515
yfcc-batch1/216,79.42857143
yfcc-batch1/217,65.625
yfcc-batch1/221,71.67647059
yfcc-batch1/223,66.2
yfcc-batch1/227,48.39393939
yfcc-batch1/234,57.88235294
yfcc-batch1/233,60
yfcc-batch1/229,64.57575758
yfcc-batch1/228,42.88461538
yfcc-batch1/237,61.28947368
yfcc-batch1/238,62.16129032
yfcc-batch1/239,51.09090909
yfcc-batch1/240,66.6969697
yfcc-batch1/241,51.90625
yfcc-batch1/247,72.08571429
yfcc-batch1/243,46.07692308
yfcc-batch1/245,59.33333333
yfcc-batch1/242,58.88571429
yfcc-batch1/244,57.93548387
yfcc-batch1/246,67.91176471
yfcc-batch1/255,68
